8.517606	7.017703
9.725210	8.606190
7.363720	7.920854
7.731232	9.062514
7.506832	7.033645
9.423491	10.155436
9.486616	9.536559
8.308465	10.206095
9.845852	10.956166
9.598532	9.464157
8.316186	6.564170
8.855606	9.422710
8.343882	8.621369
8.983948	9.263520
8.252700	8.453743
8.705949	9.025305
7.801805	8.881713
9.634713	7.587186
8.546952	9.763213
9.442128	9.422858
9.181319	9.206189
9.882813	8.762408
9.753089	9.839280
7.650305	8.432922
9.103026	10.010856
7.291569	5.952775
8.281206	7.741063
10.313050	11.347594
11.517653	11.486643
7.687691	8.323066
8.982009	8.149355
8.179948	10.192323
8.391051	9.396519
7.575006	6.849776
7.692385	8.270632
10.152307	9.967713
9.688615	8.280968
7.435766	8.243213
10.893218	12.654219
7.983937	6.781834
10.377308	10.928235
7.123704	6.319132
8.561131	8.718473
8.342952	8.629299
6.187451	5.055098
8.251759	9.668919
9.322191	7.583685
9.185813	8.618372
8.289009	8.244526
9.941307	10.195620
9.512102	11.339858
7.548780	6.059323
11.010006	12.956810
10.761479	10.522612
12.367376	12.304093
9.210529	10.031528
9.893167	9.560937
9.573404	8.619185
9.400803	9.188749
8.670291	9.656922
8.800033	8.915984
11.301702	11.087601
8.059640	8.251728
8.990605	10.246249
10.489653	10.764633
11.263058	11.761416
7.409612	6.793766
9.868779	9.995567
10.094693	8.618416
7.824428	7.721213
8.469644	7.380281
9.878229	10.347135
10.038644	10.585667
8.046698	8.363752
10.921694	10.850485
8.333418	7.717243
8.838559	7.677020
8.716448	8.681414
7.431339	8.060380
8.369295	7.736528
8.006020	8.842597
9.527969	9.002290
9.929880	10.218963
8.784969	7.963875
8.551782	8.045566
8.911912	10.877117
8.659008	8.416400
8.553154	8.825447
9.903759	7.484214
7.445448	6.729884
11.576003	11.244065
10.104124	9.041988
9.349182	8.636639
8.570392	8.848389
10.069862	9.858560
8.222038	8.400169
8.094517	7.389505
9.089949	7.662517
9.510704	9.164220
9.693778	8.945194
8.724092	8.887984
7.800882	7.899179
7.838050	8.709268
8.858432	7.898557
6.456458	6.275304
10.102428	10.592574
9.438035	8.625591
7.711989	6.798895
8.865854	6.741396
6.818130	6.405397
9.494860	10.787819
8.887264	6.971454
10.162318	11.208248
10.041843	10.752228
7.953075	7.527679
8.562862	8.228875
8.073884	8.057643
9.752420	8.783468
11.051801	9.272864
8.191314	9.220656
9.480085	9.426834
7.981284	7.657490
10.101279	11.847874
8.058745	5.656517
9.470888	10.965473
9.904519	9.607048
7.615115	7.629996
10.627624	9.285266
11.037561	10.049923
9.349884	9.293489
8.859596	8.404396
10.385646	10.042798
7.567475	8.762991
8.201039	8.085570
9.670965	9.591134
7.083642	7.435472
9.454686	10.753249
8.968884	8.344554
9.171258	8.450854
8.464152	10.787745
7.925188	8.685475
7.273965	8.256799
